GKSL,WKL,GKSL_encoded,WKL_encoded
홍수 집 끈적끈적 땅 채우다,홍수가 나서 집이 늪에 잠기고 있어요.,"[2, 5108, 6629, 4384, 517, 5642, 7202, 5642, 7202, 1841, 4451, 7005, 5782, 3]","[2, 5108, 6630, 1381, 4384, 7096, 517, 5768, 6896, 3945, 5561, 5439, 3868, 6999, 54, 3]"
고양이 돌보다 힘 없어지다,고양이를 돌보면 힘이 빠지는 것 같다,"[2, 1008, 7096, 1732, 6371, 5211, 3278, 7318, 5782, 3]","[2, 1008, 7096, 6116, 1732, 6364, 6198, 5211, 7096, 2560, 5760, 905, 831, 3]"
다리 아프다 ?,다리가 아프세요?,"[2, 1568, 3093, 7753, 5782, 633, 3]","[2, 1568, 5330, 3093, 7753, 6586, 258, 3]"
사람 손묶다 갇히다,사람이 결박 당해있어요.,"[2, 2584, 2860, 6233, 5782, 517, 5339, 7996, 5782, 3]","[2, 2589, 937, 6280, 1618, 7848, 7141, 6857, 54, 3]"
지하철 곳 맞다 답 있다 ?,역사 안에 정답이 있나요?,"[2, 4347, 1021, 1970, 5782, 1615, 3862, 633, 3]","[2, 3325, 3138, 4092, 5801, 7096, 3854, 5655, 6999, 258, 3]"
기타 빌리다 어디 ?,기타 대여소가 어디에 있습니까?,"[2, 1306, 2549, 6122, 5782, 3223, 633, 3]","[2, 1306, 1633, 6916, 6607, 5330, 3223, 6896, 3854, 6700, 258, 3]"
개최 시간 저녁 9시 정도,개최시간은 오후 9시가 되겠습니다,"[2, 854, 2962, 3991, 627, 6705, 4099, 3]","[2, 854, 6706, 7086, 3434, 627, 6705, 5330, 1763, 5409, 3]"
버튼 없다 실종,버튼을 분실하였습니다.,"[2, 2302, 7668, 3273, 3051, 3]","[2, 2302, 7668, 7088, 2468, 6738, 7782, 6948, 54, 3]"
말 차내리다 가다 ?,말로 갈까요?,"[2, 1958, 4402, 5678, 6122, 5782, 517, 5330, 5782, 633, 3]","[2, 1958, 6079, 781, 5591, 6999, 258, 3]"
아기 집 얼마 얼마 빌리다 어디 ?,주소 대여소가 어디에 있습니까?,"[2, 3093, 5561, 4384, 3252, 3252, 2549, 6122, 5782, 3223, 633, 3]","[2, 4213, 6607, 1633, 6916, 6607, 5330, 3223, 6896, 3854, 6700, 258, 3]"
따뜻하다 산 곳 내리다 맞다,남산정류장에서 내려주세요.,"[2, 1833, 5997, 7798, 2640, 1021, 1444, 5782, 1970, 5782, 3]","[2, 1409, 6516, 7227, 6107, 7184, 1442, 7282, 54, 3]"
책임 일 꼿다,임무를 매주세요.,"[2, 4458, 3803, 517, 0, 5782, 3]","[2, 3826, 6228, 6116, 1986, 7282, 54, 3]"
한달 누적사용 시간 보여주다 ?,정기권 사용 시간을 보여드릴까요?,"[2, 4955, 5793, 1533, 6493, 7003, 2962, 2377, 5782, 633, 3]","[2, 4096, 5524, 2613, 2963, 2376, 5920, 6135, 5591, 6999, 258, 3]"
물건 포장 곳 그 곳 ?,물건을 포장해서 붙이고 싶은데 저기서 하나요?,"[2, 2137, 4856, 7178, 1021, 1185, 1021, 633, 3]","[2, 2137, 7088, 4856, 7178, 7850, 2503, 7096, 5439, 3075, 5850, 3990, 5561, 6553, 4928, 6999, 258, 3]"
여행 모임 가입 어디 ?,여행자모임을 가입하고 싶은데 어디서 하면 되나요?,"[2, 3321, 2044, 7136, 758, 3223, 633, 3]","[2, 3321, 7147, 6213, 7137, 758, 7788, 3075, 5850, 3223, 6553, 4939, 1763, 5655, 6999, 258, 3]"
저 문 갇히다,내가 문에 갇혔어요.,"[2, 3990, 2120, 517, 5339, 7996, 5782, 3]","[2, 1435, 2120, 6896, 517, 5339, 7919, 6857, 54, 3]"
미안 증명 나타나다 찾다 없다,증거를 찾을 수 없습니다.,"[2, 2149, 6812, 4293, 1399, 5782, 517, 7404, 5782, 3273, 3]","[2, 4290, 6116, 4449, 2872, 3270, 6701, 54, 3]"
쉬다 날 때문에 쉬다 날 장소 사람 많다,휴일이 되어서인지 휴일에 사람이 많다,"[2, 2923, 5782, 1407, 1849, 2923, 5782, 1407, 3962, 2584, 1951, 3]","[2, 5191, 7126, 7096, 1767, 6553, 7123, 5191, 7126, 6896, 2589, 1951, 3]"
침묵 지키다 필요,침묵을 지켜야 한다,"[2, 4630, 6232, 4344, 5782, 4919, 3]","[2, 4630, 6232, 7088, 4342, 6844, 4965, 3]"
밤 다음 내리다 ?,밤 지나서 내려드릴까요?,"[2, 2265, 1577, 1444, 5782, 633, 3]","[2, 2265, 4303, 6553, 1442, 5920, 6135, 5591, 6999, 258, 3]"
여자 아기 자다 얼굴 보다 행복 시계 지숫자,그녀는 잠든 아이의 얼굴을 보고 행복한 시를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 2959, 5436, 4297, 6648, 7147, 3]","[2, 1190, 5760, 3945, 5928, 3121, 7095, 3251, 7088, 2358, 5025, 7828, 2959, 6116, 4297, 6888, 3]"
책 찾다 실종 ?,책을 분실하셨나요?,"[2, 4457, 517, 7404, 5782, 3051, 633, 3]","[2, 4457, 7088, 2468, 6738, 7782, 6604, 5655, 6999, 258, 3]"
밖 낯선 넘어오다,밖에 모르는 사람이 침입했어요.,"[2, 517, 6284, 517, 5675, 6559, 1465, 6964, 5782, 3]","[2, 2205, 2049, 5760, 2589, 4630, 7138, 7874, 54, 3]"
바람 곳 다음 ?,바람 지나서 내려드릴까요?,"[2, 2195, 1021, 1577, 633, 3]","[2, 2195, 4303, 6553, 1442, 5920, 6135, 5591, 6999, 258, 3]"
마음 단단하다 필요 같다,의지할 필요가 있을것 같아,"[2, 1917, 1585, 5788, 7798, 4919, 831, 3]","[2, 3640, 7836, 4920, 3880, 5398, 832, 3]"
양 놀다 곳 놀다 팔 잡다,양이 놀이터에서 놀다가 팔이 부러졌어요.,"[2, 3214, 1504, 5782, 1021, 1504, 5782, 4814, 3950, 5782, 3]","[2, 3214, 7096, 1504, 7096, 7609, 6903, 1504, 5782, 5330, 4814, 7096, 2423, 6037, 7248, 6857, 54, 3]"
의미 심하다 아니다 괜찮다,의미가 깊지 않으니까 괜찮아,"[2, 3628, 3060, 7798, 3100, 1100, 5782, 3]","[2, 3628, 5330, 517, 5590, 7318, 3160, 5771, 1100, 6797, 3]"
시장 목적 가다 ?,김포시장으로 갈까요?,"[2, 2991, 2076, 517, 5330, 5782, 633, 3]","[2, 1316, 7728, 6716, 7078, 781, 5591, 6999, 258, 3]"
만들다 사람 성격 다르다,작가도 성격이 다르다,"[2, 1940, 5782, 2584, 2782, 1566, 3]","[2, 3931, 5859, 2782, 7096, 1566, 3]"
미안 집 얼마 얼마 찾다 없다,주소를 찾을 수 없습니다.,"[2, 2149, 6812, 4384, 3252, 3252, 517, 7404, 5782, 3273, 3]","[2, 4213, 6607, 6116, 4449, 2872, 3270, 6701, 54, 3]"
물건 부탁 어디 곳 ?,물건을 부탁해서 붙이고 싶은데 어디서 하나요?,"[2, 2137, 2458, 3223, 1021, 633, 3]","[2, 2137, 7088, 2458, 7850, 2503, 7096, 5439, 3075, 5850, 3223, 6553, 4928, 6999, 258, 3]"
나 집 가다 때 기차 타다 괜찮다,저는 집에 갈때 기차를 타면 돼요,"[2, 1370, 4384, 517, 5330, 5782, 1844, 1258, 7389, 4698, 5782, 1100, 5782, 3]","[2, 3990, 5760, 4384, 6896, 781, 5965, 1258, 7389, 6116, 4698, 6198, 1761, 6999, 3]"
아버지 키우다 했었다 소 팔다 절 아들 보내다,아버지는 키우던 소를 팔아 아들을 절에 보냈다,"[2, 3112, 4695, 5782, 517, 7875, 2822, 4814, 5782, 4067, 3107, 2363, 5782, 3]","[2, 3112, 5760, 4695, 5842, 2822, 6116, 4814, 6797, 3107, 7088, 4067, 6896, 2365, 3]"
딸 매일 다니다 -중,딸이 매일을 다니고 있어,"[2, 1840, 1996, 1564, 5782, 524, 7295, 3]","[2, 1840, 7096, 1996, 7088, 1564, 5439, 3868, 3]"
기술 나다 치료 불가능,이 기술은 치료가 불가능하다,"[2, 1289, 1370, 5782, 4619, 2486, 3]","[2, 3647, 1289, 7086, 4619, 5330, 2486, 7798, 3]"
지문 불량 잘 안되다,지문 인식이 안되네요.,"[2, 4297, 6234, 2485, 6035, 3942, 3135, 5886, 5782, 3]","[2, 4297, 6234, 3781, 7096, 3135, 5886, 5703, 54, 3]"
공장 일 안 곳,공업 단지 안으로 가주세요.,"[2, 1051, 3803, 3135, 1021, 3]","[2, 517, 5461, 1593, 3135, 7078, 517, 5330, 7282, 54, 3]"
지하철 필요 돈 딱 ?,열차 배차 비용이 일정한가요?,"[2, 4347, 4919, 1730, 517, 5960, 633, 3]","[2, 3373, 2287, 7389, 2535, 7096, 3820, 7828, 5330, 6999, 258, 3]"
지금 카드 시작 가능 ?,지금 카드를 시작할 수 있나요?,"[2, 4299, 4636, 2986, 737, 633, 3]","[2, 4299, 4636, 6116, 2986, 7836, 2872, 3854, 5655, 6999, 258, 3]"
불춥불다불 불끄불다불 ?,불을 꺼드릴까요?,"[2, 2485, 7470, 6424, 5782, 6424, 2485, 5640, 6424, 5782, 6424, 633, 3]","[2, 2485, 7088, 1344, 5920, 6135, 5591, 6999, 258, 3]"
일 편하다 말하다 하지마,쉽게 일 할 말하지 마라,"[2, 3803, 4832, 7798, 1958, 7798, 4945, 6141, 3]","[2, 2924, 3803, 4977, 1958, 7819, 1907, 6003, 3]"
돈,돈을 주세요.,"[2, 1730, 3]","[2, 1731, 517, 7282, 54, 3]"
배 추락,배가 추락하고 있어요.,"[2, 2287, 4546, 3]","[2, 2287, 5330, 4546, 7788, 3868, 6999, 54, 3]"
토요일 -때 나가다 원하다,토요일에 나가고 싶어,"[2, 4737, 6999, 7126, 524, 5965, 1371, 5782, 3533, 7798, 3]","[2, 4737, 6999, 7126, 6896, 1371, 5439, 3073, 3]"
생각 사라지다 가다 내리다 ?,의외로 갈까요?,"[2, 2705, 2583, 5782, 517, 5330, 5782, 1444, 5782, 633, 3]","[2, 517, 7095, 6995, 6079, 781, 5591, 6999, 258, 3]"
영어 통역 필요 신청 방법,영어통역을 요청하고 싶습니다.,"[2, 3381, 4743, 6926, 4919, 3030, 2270, 3]","[2, 3381, 7636, 6926, 7088, 3490, 7788, 517, 6751, 6701, 54, 3]"
엄마 영어 듣다 짜증,엄마한테 영어를 들었더니 짜증나,"[2, 3257, 3381, 1799, 5782, 4396, 7316, 3]","[2, 3257, 7835, 3381, 6116, 1801, 6885, 5838, 4396, 7316, 5655, 3]"
읽다 집 너무 넓다 혼자 밤 무섭다,도서관이 혼자 쓰기에 너무 넓어서 밤에는 무섭다,"[2, 3824, 5782, 4384, 1458, 1459, 5782, 5102, 2265, 2095, 6570, 5782, 3]","[2, 517, 5862, 7096, 5102, 3084, 5579, 1458, 1459, 6855, 6553, 2265, 6900, 2095, 6570, 5782, 3]"
사랑 기억 잊다 쉽다 어렵다,사랑했던 기억을 잊는건 어렵다,"[2, 2590, 1291, 517, 7145, 5782, 517, 6657, 5782, 3232, 3]","[2, 2590, 7872, 1291, 7088, 517, 7145, 5760, 5384, 3232, 3]"
태양 무엇 곳 ?,태양이 어디에 있나요?,"[2, 4724, 2095, 6884, 1021, 633, 3]","[2, 4724, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
유리 고장 눈 밟다 눈바닥 상처,유리가 깨져서 눈을 다쳤어요.,"[2, 3584, 993, 7178, 1535, 517, 6302, 5782, 1535, 6273, 5786, 2679, 3]","[2, 3584, 5330, 1342, 7245, 6553, 1535, 7088, 1562, 7444, 6857, 54, 3]"
압박 심하다,압박이 쎄다,"[2, 3182, 3060, 7798, 3]","[2, 3182, 7096, 517, 6769, 5782, 3]"
나 이야기 듣다 제발,내 이야기 좀 들어봐,"[2, 1370, 3714, 1799, 5782, 4128, 6295, 3]","[2, 1434, 3714, 4196, 1804, 6393, 3]"
미소 잃어버리다 실종 ?,미소를 잃어버리셨나요?,"[2, 2163, 517, 7135, 6855, 6324, 5782, 3051, 633, 3]","[2, 2163, 6116, 517, 7135, 6855, 6324, 6604, 5655, 6999, 258, 3]"
나무 빽빽하다 다음 곳 저기 도착 차내리다,숲 지나서 내려주세요.,"[2, 517, 5660, 517, 6465, 6465, 7798, 1577, 1021, 3990, 5561, 1723, 4402, 5678, 6122, 5782, 3]","[2, 517, 6651, 4303, 6553, 1442, 7282, 54, 3]"
지구 목적 가다 무엇 ?,지구로 가려면 어떻게 가나요?,"[2, 4298, 2076, 517, 5330, 5782, 2095, 6884, 633, 3]","[2, 4298, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
추가 시간 알려받다,추가 시간 좀 알려주세요.,"[2, 4542, 2962, 3169, 6288, 5782, 3]","[2, 4542, 2962, 4196, 3169, 7282, 54, 3]"
캐리어 무게 무엇 ?,캐리어 무게를 재는 곳은 무엇인가요?,"[2, 4643, 6122, 6855, 2096, 2095, 6884, 633, 3]","[2, 4643, 6122, 6855, 2096, 6116, 3969, 5760, 1021, 7086, 2095, 6884, 7119, 5330, 6999, 258, 3]"
서 곳 차내리다 오케이,서쪽으로 가주세요.,"[2, 2718, 1021, 4402, 5678, 6122, 5782, 3417, 7525, 3]","[2, 2718, 7376, 7078, 517, 5330, 7282, 54, 3]"
생존 위하다 운동 필요,생존을 위해 운동해야 한다,"[2, 2715, 3552, 7798, 3514, 4919, 3]","[2, 2715, 7088, 3567, 3514, 7852, 4965, 3]"
무엇 일 발생 나다 맞다,무슨 사건이 생긴건 아니야,"[2, 2095, 6884, 3803, 2243, 1370, 5782, 1970, 5782, 3]","[2, 2110, 2574, 7096, 2711, 5384, 3097, 6844, 3]"
택시 전 저기 곳 저기,택시정류장 못가서 내려주세요.,"[2, 4727, 4012, 3990, 5561, 1021, 3990, 5561, 3]","[2, 4727, 7227, 6107, 7178, 2086, 5330, 6553, 1442, 7282, 54, 3]"
생명 몸 사용 불가능 안되다 ?,생체 인식이 안되나요?,"[2, 2712, 2084, 2613, 2486, 3135, 5886, 5782, 633, 3]","[2, 2704, 7436, 3781, 7096, 3135, 5886, 5655, 6999, 258, 3]"
생각 사라지다 곳 가다 ?,의외로 갈까요?,"[2, 2705, 2583, 5782, 1021, 517, 5330, 5782, 633, 3]","[2, 517, 7095, 6995, 6079, 781, 5591, 6999, 258, 3]"
집 기차 거리 1시간,집까지 기차를 타면 1시간이다,"[2, 4384, 1258, 7389, 871, 529, 6706, 3]","[2, 4384, 5592, 1258, 7389, 6116, 4698, 6198, 529, 6706, 7100, 3]"
집 무엇 곳 ?,집이 어디에 있나요?,"[2, 4384, 2095, 6884, 1021, 633, 3]","[2, 4384, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
미안 목적 장소 찾다 없다,목적지를 찾을 수 없습니다.,"[2, 2149, 6812, 2076, 3962, 517, 7404, 5782, 3273, 3]","[2, 2076, 7329, 4449, 2872, 3270, 6701, 54, 3]"
커피 곳 그 곳 ?,커피숍은 저기에 있습니까?,"[2, 4656, 1021, 1185, 1021, 633, 3]","[2, 4656, 6627, 7086, 3990, 5579, 3854, 6700, 258, 3]"
사랑 길 ?,사랑은 어디에 있나요?,"[2, 2590, 1315, 633, 3]","[2, 2590, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
시내 버스 전 곳 저기,시내버스정류장 못가서 내려주세요.,"[2, 2959, 5678, 2305, 4012, 1021, 3990, 5561, 3]","[2, 2959, 5678, 6326, 7227, 6107, 7178, 2086, 5330, 6553, 1442, 7282, 54, 3]"
거룩하다 사람 되다 세상 노랗다 변하다,성인이 되면 온 세상이 노랗다,"[2, 862, 6097, 7798, 2584, 1763, 5782, 2811, 1476, 0, 5782, 2339, 7798, 3]","[2, 2781, 7119, 7096, 1766, 3437, 2811, 7096, 1476, 0, 5782, 3]"
성 차두다 ?,성에서 내려드릴까요?,"[2, 2781, 4402, 5907, 5782, 633, 3]","[2, 2781, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
비행기 이용 가능 ?,비행기를 이용 할 수 있을까요?,"[2, 2545, 3726, 737, 633, 3]","[2, 2545, 6116, 3726, 4977, 2872, 3881, 6999, 258, 3]"
갚다 납부 받다,보상을 주세요.,"[2, 517, 5356, 5782, 1426, 2220, 5782, 3]","[2, 2373, 7088, 517, 7282, 54, 3]"
주인공 무엇 ?,주인공이 어떻게 되세요?,"[2, 4235, 2095, 6884, 633, 3]","[2, 4235, 7096, 3225, 1763, 6586, 258, 3]"
서울 방법 무엇 ?,서울로 가려면 어떻게 가나요?,"[2, 2726, 2270, 2095, 6884, 633, 3]","[2, 2726, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
학교 가다,학교에 가다,"[2, 4949, 517, 5330, 5782, 3]","[2, 4949, 6896, 517, 5330, 5782, 3]"
한국 글자 뜻 불량 사용 안되다 ?,한글 인식이 안되나요?,"[2, 4958, 1231, 7147, 1872, 2485, 6035, 2613, 3135, 5886, 5782, 633, 3]","[2, 4955, 5547, 3781, 7096, 3135, 5886, 5655, 6999, 258, 3]"
맞다 답 무엇 곳 ?,정답이 어디에 있나요?,"[2, 1970, 5782, 1615, 2095, 6884, 1021, 633, 3]","[2, 4092, 5801, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
딸 도망 다니다 -중,딸이 도망을 다니고 있어,"[2, 1840, 517, 5859, 6165, 1564, 5782, 524, 7295, 3]","[2, 1840, 7096, 517, 5859, 6165, 7088, 1564, 5439, 3868, 3]"
핸드폰 충전 어디 수단 정하다 ?,휴대폰을 충전할 수 있는 법이 어디입니까?,"[2, 517, 7861, 7736, 4588, 7207, 3223, 2872, 5788, 4092, 7798, 633, 3]","[2, 5194, 7088, 4588, 7207, 7836, 2872, 3860, 2322, 7096, 3223, 7138, 5771, 258, 3]"
여자 아기 자다 얼굴 들다 행복 미소,그녀는 잠든 아이의 얼굴을 들고 행복한 미소를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 1801, 5782, 5025, 2163, 3]","[2, 1190, 5760, 3945, 5928, 3121, 7095, 3251, 7088, 1802, 5025, 7828, 2163, 6116, 4297, 6888, 3]"
여기 오토바이 되다 ?,여기서 오토바이를 탈 수 있나요?,"[2, 3301, 517, 6968, 6277, 1763, 5782, 633, 3]","[2, 3301, 6553, 517, 6968, 6277, 6116, 4711, 2872, 3854, 5655, 6999, 258, 3]"
성,성이 달라서 많이 싸웠다,"[2, 2781, 3]","[2, 2781, 7096, 1598, 6553, 1956, 3076, 7037, 3]"
시험 통과 기쁘다 불면증,시험에 통과된 것이 기뻐서 잠이 오지 않는다,"[2, 3005, 4745, 1258, 6488, 5782, 2485, 6198, 7316, 3]","[2, 3005, 6896, 4745, 5899, 912, 1258, 6471, 6553, 3945, 7096, 3417, 7318, 3152, 3]"
참고 안 가다,참고로 들어가주세요.,"[2, 4430, 3135, 517, 5330, 5782, 3]","[2, 4430, 6079, 1805, 7282, 54, 3]"
미움 받다 미안,미움 받았다면 미안해,"[2, 2149, 7014, 2220, 5782, 2149, 6812, 3]","[2, 2149, 7014, 2230, 6198, 2149, 6812, 7848, 3]"
전쟁 친구 나라 지키다 위하다 목숨 맡기다,전우들은 목숨을 다해 조국을 지켰다,"[2, 4050, 4627, 1376, 4344, 5782, 3552, 7798, 2075, 1980, 5561, 5782, 3]","[2, 4012, 7005, 5937, 2075, 7088, 1562, 7848, 4162, 5503, 7088, 4297, 7532, 5782, 3]"
서울 버스 곳 그 곳 ?,서울 시내로 가는 버스 승강장은 그곳에 있습니까?,"[2, 2726, 2305, 1021, 1185, 1021, 633, 3]","[2, 2726, 2959, 5678, 6079, 736, 2305, 2949, 5350, 7186, 1185, 5451, 6896, 3854, 6700, 258, 3]"
차 여러 가지 달리다 빠르다,차량이 달리면 빠르다,"[2, 4402, 3304, 767, 1601, 5782, 2554, 6113, 5782, 3]","[2, 4406, 7096, 1601, 6198, 2554, 6113, 5782, 3]"
바람 높다 추락 머리 피흐르다,바람이 높은데서 떨어져서 머리에서 피나요.,"[2, 2195, 1513, 4546, 2008, 4909, 7984, 6113, 5782, 3]","[2, 2195, 7096, 1520, 5850, 6553, 1857, 6553, 2008, 6903, 4909, 5655, 6999, 54, 3]"
미소 잃어버리다,미소를 잃어버렸습니다.,"[2, 2163, 517, 7135, 6855, 6324, 5782, 3]","[2, 2163, 6116, 517, 7135, 6855, 6323, 6072, 6701, 54, 3]"
수류탄 여러 가지 실종 ?,무기를 분실하셨나요?,"[2, 2872, 6107, 7590, 3304, 767, 3051, 633, 3]","[2, 2097, 6116, 2468, 6738, 7782, 6604, 5655, 6999, 258, 3]"
주인공 곳 ?,주인공이 어디에 있나요?,"[2, 4235, 1021, 633, 3]","[2, 4235, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
어디 연기 느낌 느끼다,어디선가 연기가 나요. 느낌이 나고 있는 것 같아요.,"[2, 3223, 3341, 1549, 1546, 5782, 3]","[2, 3223, 6559, 5330, 3341, 5330, 1370, 6999, 54, 1549, 7096, 1370, 5439, 3860, 905, 832, 6999, 54, 3]"
젊다 꼬마 여자 혼자 방황,소녀가 혼자 방황하고 있습니다.,"[2, 517, 7219, 5782, 517, 5615, 6141, 3318, 5102, 2267, 7951, 3]","[2, 2826, 5330, 5102, 2267, 7951, 7788, 3867, 54, 3]"
기억 모두 닦다 부탁,그 기억들은 깨끗이 닦어라,"[2, 1291, 2047, 517, 5787, 5782, 2458, 3]","[2, 1185, 1291, 5937, 1343, 7096, 517, 5787, 6855, 6003, 3]"
주인공 어디 곳 ?,주인공은 어디에 있습니까?,"[2, 4235, 3223, 1021, 633, 3]","[2, 4235, 7086, 3223, 6896, 3854, 6700, 258, 3]"
자동 문열다 우편 싶다 신고 곳 ?,자동우편신고를 하려고 하는데 어디서 하나요?,"[2, 3892, 2120, 6940, 5782, 3498, 7720, 3072, 3012, 1021, 633, 3]","[2, 3892, 7005, 7720, 6733, 5439, 6116, 517, 7807, 4931, 3223, 6553, 4928, 6999, 258, 3]"
부서 찢다 끝,동아리를 찢었어,"[2, 2443, 517, 7388, 5782, 1363, 3]","[2, 1741, 6797, 6125, 517, 7388, 6885, 6855, 3]"
택시 할인 돈 얼마 ?,할인 요금은 얼마인가요?,"[2, 4727, 4981, 1730, 3252, 633, 3]","[2, 4981, 3484, 7086, 3252, 7119, 5330, 6999, 258, 3]"
여행 당 가입 어디 ?,여행자당을 가입하고 싶은데 어디서 하면 되나요?,"[2, 3321, 1618, 758, 3223, 633, 3]","[2, 3321, 7147, 5804, 7088, 758, 7788, 3075, 5850, 3223, 6553, 4939, 1763, 5655, 6999, 258, 3]"
소 돼지 키우다 검사 연구 곳 어디 ?,축산관계자 연구는 어디서 하나요?,"[2, 2822, 1761, 7318, 4695, 5782, 897, 3336, 1021, 3223, 633, 3]","[2, 4561, 6516, 5475, 7147, 3336, 5760, 3223, 6553, 4928, 6999, 258, 3]"
지금 까지 놀다 오늘 일 부탁,그 동안 놀았으니 다시 일을 부탁해야겠다,"[2, 4299, 517, 5592, 1504, 5782, 3419, 3803, 2458, 3]","[2, 1185, 1754, 1504, 6827, 7076, 1574, 3817, 2458, 7852, 5406, 3]"
서울 곳 어디 곳 ?,서울 시내로 가는 곳 승강장은 어디에 있습니까?,"[2, 2726, 1021, 3223, 1021, 633, 3]","[2, 2726, 2959, 5678, 6079, 736, 1021, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
영화 찍다,영화를 찍다,"[2, 3394, 4400, 5782, 3]","[2, 3394, 6116, 4400, 5782, 3]"
지금 하다,여기서 하겠습니다.,"[2, 4299, 4932, 3]","[2, 3301, 6553, 4924, 5409, 54, 3]"
자동 문열다 출입 싶다 신고 여기 곳 ?,자동출입신고를 하려고 하는데 여기서 하나요?,"[2, 3892, 2120, 6940, 5782, 4583, 3072, 3012, 3301, 1021, 633, 3]","[2, 3892, 7468, 7138, 6733, 5439, 6116, 517, 7807, 4931, 3301, 6553, 4928, 6999, 258, 3]"
애인 만나다 위하다 병원 가다,애인을 만나러 병원에 갔다,"[2, 3194, 7119, 1933, 5782, 3552, 7798, 2353, 517, 5330, 5782, 3]","[2, 3194, 7119, 7088, 1933, 6037, 2353, 6896, 517, 5349, 3]"
과거 미래 맡다 무엇 공부,요즘은 공부를 해야한다,"[2, 1058, 2155, 1980, 5782, 2095, 6884, 1042, 3]","[2, 3489, 7086, 1042, 6116, 5010, 7831, 3]"
어제 -보다 눈 춥다 아니다,어제보다 눈이 춥지 않다,"[2, 3238, 524, 6371, 1535, 517, 7470, 5782, 3100, 3]","[2, 3238, 6371, 1535, 7096, 517, 7470, 7318, 3153, 3]"
사람 살다 힘들다 마음 편하다,인생은 힘들지만 마음을 편하다,"[2, 2584, 2643, 5782, 5213, 5782, 1917, 4832, 7798, 3]","[2, 3774, 7086, 5213, 7330, 1918, 4832, 7798, 3]"
조명 ?,조명 좀 켜드릴까요?,"[2, 4170, 633, 3]","[2, 4170, 4196, 517, 7530, 5920, 6135, 5591, 6999, 258, 3]"
미용 믿다 중에,미용을 믿고 있어,"[2, 2149, 7003, 517, 6266, 5782, 4257, 6896, 3]","[2, 2149, 7003, 7088, 2180, 3868, 3]"
밤 다음,밤 지나서 내려주세요.,"[2, 2265, 1577, 3]","[2, 2265, 4303, 6553, 1442, 7282, 54, 3]"
자동 문열다 출입 싶다 화 어디 곳 ?,자동출입화를 하려고 하는데 어디서 하나요?,"[2, 3892, 2120, 6940, 5782, 4583, 3072, 5112, 3223, 1021, 633, 3]","[2, 3892, 7468, 7138, 7942, 517, 7807, 4931, 3223, 6553, 4928, 6999, 258, 3]"
강남 넘어가다 목적 지하철 갈아타다 몇호 ?,강남역으로 넘어가려면 몇호선으로 갈아타야 하나요?,"[2, 808, 1465, 5330, 5782, 2076, 4347, 781, 6797, 7581, 5782, 2043, 7925, 633, 3]","[2, 808, 6926, 7078, 1465, 5330, 6063, 2043, 7927, 7078, 781, 6797, 7581, 6844, 4928, 6999, 258, 3]"
방 따뜻하다 끝 좋다,방이 너무 따뜻해서 끝이 좋다,"[2, 2267, 1833, 5997, 7798, 1363, 4206, 3]","[2, 2267, 7096, 1458, 1833, 5997, 7850, 1363, 7096, 4206, 3]"
말 가다 먹다 괜찮다,말 가본 그 집 음식맛이 괜찮았다,"[2, 1958, 517, 5330, 5782, 2010, 5782, 1100, 5782, 3]","[2, 1958, 517, 5330, 6383, 1185, 4384, 3609, 6164, 7096, 1100, 6828, 3]"
돈 얼마 맞다 약속,요금 약속해주세요.,"[2, 1730, 3252, 1970, 5782, 3213, 3]","[2, 3484, 3213, 7848, 7282, 54, 3]"
비밀 길 곳 ?,비밀은 어디에 있나요?,"[2, 2528, 1315, 1021, 633, 3]","[2, 2528, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
