dataset,video_num,question_w_q_morph,question,gloss,spoken
NIA-2020,897.0,,False,에어컨,에어컨 좀 켜주세요.
NIA-2020,118.0,,True,신분당 곳 무엇,신분당선을 타는 곳은 어디인가요?
KETI-Airport,,,True,커피  어디,커피숍은 어디에 있습니까?
NIA-2020,571.0,,False,나사렛 가다,나사렛대학교로 가주세요.
NIA-2020,1265.0,,False,맥도날드 보다 곳 저기 다음 도착 내리다,맥도날드 지나서 내려주세요.
NIA-2020,30.0,X,True,항상,늘 그런가요?
NIA-2020,539.0,,True,유리 내리다,창문을 열어드릴까요?
NIA-2020,1349.0,,True,서울대학교 곳 목적 길 가다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,1161.0,,True,에어컨 사용 불가능 안되다,에어컨이 안되나요?
KETI-Airport,,,True,손톱깍이  짐  맡기다  가능,손톱깍이를 위탁 수하물로 보낼 수 있나요?
KETI-Daily,,,False,어제 -보다 오늘 춥다 아니다,어제보다 오늘이 춥지 않다
NIA-2020,1542.0,,False,대로 다음 내리다,큰 길 지나서 내려주세요.
NIA-2020,1694.0,,True,사거리 다음 차내리다,사거리 지나서 내려드릴까요?
NIA-2020,365.0,,True,내리다 갈아타다 가능,여기서 갈아탈 수 있나요?
KETI-Airport,,,True,표  직접  누르다  어디  곳,셀프체크인은 어디서 가능한가요?
NIA-2020,1732.0,,True,언덕 저기 곳 다음 내리다,언덕 지나서 내려드릴까요?
NIA-2020,1016.0,,True,자판기 길,자판기는 어디에 있나요?
NIA-2020,1911.0,,True,유턴 맞다,유턴 맞으시죠?
NIA-2020,111.0,,False,안되다,안 됩니다.
NIA-2020,358.0,,False,여기 맞다,여기가 맞습니다.
NIA-2020,233.0,,False,지름길 차내리다,골목 들어가서 세워주세요.
NIA-2020,902.0,,False,춥다 켜다,에어컨 좀 켜주세요.
KETI-Airport,,,True,한국  안  착륙  어디,국내선 입국장이 어디에 있습니까?
NIA-2020,498.0,,False,엉덩이 트렁크열다,트렁크 좀 열어주세요.
NIA-2020,905.0,X,True,에어컨,에어컨 좀 켜드릴까요?
NIA-2020,895.0,,False,에어컨,에어컨 좀 켜주세요.
NIA-2020,610.0,,False,서울역 가다 차내리다,서울역으로 가주세요.
NIA-2020,775.0,,False,시청 오케이,시청으로 가주세요.
KETI-Airport,,,True,골프채  짐  맡기다  가능,골프채를 위탁 수하물로 보낼 수 있나요?
NIA-2020,842.0,,True,시청 차내리다 오케이,시청에서 내려드릴까요?
KETI-Daily,,,False,기다리다 -봐,기다려봐
NIA-2020,1833.0,,False,우회전 맞다,우회전이 맞습니다.
KETI-Daily,,,False,남자 생각 마지막 대답,그는 오랜 생각끝에 대답했다
NIA-2020,1080.0,,False,단말기터치 고장 안되다,카드 인식이 안되네요.
NIA-2020,33.0,,False,오천원,오천원입니다.
NIA-2020,1649.0,,True,군청 곳 다음 도착 차내리다,주민센터 지나서 내려드릴까요?
KETI-Daily,,,False,남자 헤어지다 힘들다,그와 헤어져서 가슴이 아프다
KETI-Daily,,,False,힘들다 위로 힘,힘들때 위로 받으면 힘난다
NIA-2020,1599.0,,False,경찰 저기 곳 다음 도착 차내리다,경찰서 지나서 내려주세요.
KETI-Daily,,,False,남동생 공 가지다 학교 장소 가다,남동생이 공을 가지고 학교에 갔다
KETI-Airport,,,True,물건  포장  어디  곳,물건을 포장해서 붙이고 싶은데 어디서 하나요?
KETI-Airport,,,True,주차  2번  어디,제2 주차장은 어디에 있습니까?
NIA-2020,1391.0,,True,여의도 길 무엇,여의도로 가려면 어떻게 가나요?
NIA-2020,596.0,,False,손바닥찍다 차내리다,이 주소로 가주세요.
NIA-2020,1920.0,,True,차밀리다 괜찮다,"차가 막히는데, 괜찮으세요?"
NIA-2020,990.0,,True,청음회관 내리다 오케이,청음회관에서 내려드릴까요?
KETI-Airport,,,True,손톱깍이  비행기  안  가지다  가능,손톱깍이를 기내에 가져갈 수 있나요?
NIA-2020,1551.0,,False,육교 곳 다음 내리다,육교 지나서 내려주세요.
NIA-2020,1103.0,,False,에어컨 고장 잘 안되다,에어컨이 안되네요.
NIA-2020,816.0,,True,버스 곳 차내리다 맞다,버스정류장에서 내려드릴까요?
KETI-Daily,,,False,힘들다 위로 원하다,너무 힘들어서 위로 받고 싶다
NIA-2020,1154.0,,True,카드 사용 잘 안되다,카드 인식이 안되나요?
KETI-Daily,,,False,저기 일 하다 싫다,그 일은 하기 싫어
NIA-2020,740.0,,False,기차 곳 맞다,기차역에서 내려주세요.
NIA-2020,489.0,,False,단말기터치 다시,카드를 다시 대세요.
NIA-2020,66.0,,True,사람 계산 틀리다,인원 수가 맞지 않나요?
NIA-2020,646.0,,True,손바닥찍다 목적 가다,이 주소로 갈까요?
KETI-Daily,,,False,밤 다니다 -면 위험 빨리 오다,밤 늦게 다니면 위험하니 일찍 들어와
KETI-Airport,,,True,버스  곳,시내버스 승강장은 어디에 있습니까?
KETI-Airport,,,True,항공  목욕  어디,공항 내 샤워실은 어디에 있나요?
KETI-Daily,,,False,일 두 가지 일이 겹치다 바쁘다,일이 많아서 너무 바쁘다
KETI-Airport,,,True,비행기  안  캠코더  가지다  가능,캠코더를 기내에 가져갈 수 있나요?
NIA-2020,1159.0,,True,에어컨 불량 안되다,에어컨이 안되나요?
NIA-2020,105.0,,False,1호 맞다,1호선이 맞습니다.
KETI-Airport,,,True,탑승,탑승수속은 어디에서 하나요?
KETI-Daily,,,False,배 아프다,배가 아파서 병원에 갔다
KETI-Daily,,,False,나 미래 친하다,이제부터 나와 친하게 지내자
NIA-2020,1359.0,,True,서울대학교 곳 찾다 무엇,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,397.0,,False,도착 곳 알려받다,목적지를 알려주세요.
NIA-2020,454.0,,True,화장실 무엇,화장실이 어디에 있나요?
KETI-Daily,,,False,할아버지 새벽 4 매일 일어나다,할아버지는 매일 새벽 4시에 일어나신다
NIA-2020,813.0,,True,버스 곳 내리다 맞다,버스정류장에서 내려드릴까요?
NIA-2020,383.0,,True,트렁크열다 물건 나르다,트렁크에 짐 넣는 것 좀 도와드릴까요?
KETI-Airport,,,True,아기  모유  곳  어디,유아 수유실은 어디에 있습니까?
NIA-2020,1029.0,,True,의자 뼈곳,의자는 어디에 있나요?
KETI-Daily,,,False,빠르다,빠르다
KETI-Daily,,,False,가르치다,가르치다
NIA-2020,266.0,,False,용산역 접근 주차,용산역 근처에 주차하겠습니다.
KETI-Airport,,,True,강아지  비행기  안  가지다  가능,반려견를 기내에 데려갈 수 있나요?
NIA-2020,883.0,X,True,서대문농아인복지관,서대문농아인복지관에서 내려드릴까요?
KETI-Daily,,,False,딸 대학 보내다,딸을 대학에 보내다
NIA-2020,640.0,,True,명동 가다,명동역으로 갈까요?
NIA-2020,714.0,,True,아파트 저기 가다,아파트 단지 안으로 들어갈까요?
NIA-2020,1560.0,,False,육교 곳 다음 여기,육교 지나서 내려주세요.
NIA-2020,76.0,,True,여기 명동 지하철,여기가 명동역인가요?
KETI-Emergency,,,False,산 뱀 물다,산에서 뱀에게 물렸어요.
KETI-Daily,,,False,너 계속 반복 데려가다 안하다,너 자꾸 이러면 안 데리고 갈거다
NIA-2020,1365.0,,True,송파 지하철 길 방법 무엇,송파역으로 가려면 어떻게 가나요?
NIA-2020,1197.0,,False,버스 곳 전 보다 내리다,버스정류장 못가서 내려주세요.
KETI-Daily,,,False,포기 안되다,포기하면 안돼
KETI-Daily,,,False,개 집 지키다 유명하다,개는 집을 잘 지키는 동물로 알려져 있다
KETI-Daily,,,False,배우다 목적 학교 가다,배우기 위해 학교에 갔다
KETI-Airport,,,True,제주  홍보  곳  어디,제주 홍보관은 어디입니까?
KETI-Airport,,,True,물건  검사  두다  어디  곳,코인로커가 어디에 있습니까?
KETI-Airport,,,True,휠체어  빌리다  어디  곳,휠체어 대여소가 어디에 있습니까?
NIA-2020,544.0,,True,유리 올리다,창문을 닫아드릴까요?
NIA-2020,1527.0,,False,119 곳 저기 다음 도착 내리다,소방서 지나서 내려주세요.
NIA-2020,1378.0,,True,송파 지하철 길 목적 무엇,송파역으로 가려면 어떻게 가나요?
NIA-2020,739.0,,False,기차 곳 맞다,기차역에서 내려주세요.
KETI-Daily,,,False,기쁘다,기쁘다
NIA-2020,1665.0,,True,샛길 다음 차내리다,골목길 지나서 내려드릴까요?
NIA-2020,1990.0,,False,접근 도착 가능,다와갑니다.
NIA-2020,1454.0,,True,종로 찾다 가다 곳 방법,종로로 가려면 어떻게 가나요?
NIA-2020,332.0,,True,막차 시간,막차는 몇 시인가요?
NIA-2020,1666.0,,True,샛길 저기 다음 곳,골목길 지나서 내려드릴까요?
NIA-2020,1209.0,,False,스타벅스 곳 저기 전 내리다,스타벅스 못가서 내려주세요.
KETI-Daily,,,False,새롭다 채소 나다,새싹이 나다
NIA-2020,817.0,,True,버스 곳 내리다 맞다,버스정류장에서 내려드릴까요?
NIA-2020,1393.0,,True,여의도 가다 무엇,여의도로 가려면 어떻게 가나요?
NIA-2020,1271.0,,False,백화점 다음 곳 저기 차내리다,백화점 지나서 내려주세요.
KETI-Daily,,,False,미안,미안
NIA-2020,1227.0,,False,택시 전 곳 도착 차내리다,택시정류장 못가서 내려주세요.
KETI-Airport,,,True,세금  공짜  인터넷  신고  받아오다  어디  곳,면세품 인도장은 어디에 있습니까?
NIA-2020,338.0,O,True,곳곳,어디요?
NIA-2020,1908.0,,True,유턴 맞다,유턴 맞으시죠?
KETI-Daily,,,False,지금 바쁘다 미래 연락,나 바쁘니까 이따 연락할게
NIA-2020,1947.0,,True,영수증 필요,영수증 필요하세요?
NIA-2020,667.0,,True,지름길 곳 가다,지름길로 갈까요?
NIA-2020,753.0,,False,버스 곳 차내리다 맞다,버스정류장에서 내려주세요.
NIA-2020,1509.0,,False,샛길 저기 다음 도착 차내리다,골목 지나서 내려주세요.
NIA-2020,1320.0,,False,파리바게트 다음 저기 곳 내리다,파리바게트 지나서 내려주세요.
KETI-Daily,,,False,멀리 오다 수고 많다,먼길 오느라 수고 많았어
NIA-2020,275.0,,True,지하철 단말기터치 안되다,교통카드가 안 찍히나요?
NIA-2020,216.0,,True,학교 보다 차내리다,학교가 보이면 내려드릴까요?
KETI-Airport,,,True,책  곳  어디,서점은 어디에 있습니까?
KETI-Airport,,,True,가위  비행기  안  가지다  가능,가위를 기내에 가져갈 수 있나요?
KETI-Emergency,,,False,뒤 쫓아오다 느낌,쫓아오는 것 같아요.
KETI-Daily,,,False,반갑다 안다,반가워서 안았다
KETI-Daily,,,False,나 먼저 가다 수고,나 먼저 갈게 수고해
KETI-Emergency,,,False,지하철 안 불 피해 심하다,지하철 역 안에서 화재가 발생했어요.
NIA-2020,1781.0,,True,가방 찾다 실종,가방을 분실하셨나요?
NIA-2020,273.0,,True,지하철 갈아타다 몇호,몇 호선으로 갈아타야 하나요?
KETI-Daily,,,False,껌뻑껌뻑 병 때문에 자다 못하다,불면증 때문에 잠을 못잤어
KETI-Daily,,,False,소 키우다,소를 키우다
NIA-2020,1198.0,,False,버스 곳 전 보다 내리다,버스정류장 못가서 내려주세요.
KETI-Daily,,,False,부탁상대방 괜찮다,부탁해도 될까
KETI-Daily,,,False,상처 심하다 아니다 괜찮다,상처가 깊지 않으니까 괜찮아
NIA-2020,1214.0,,False,스타벅스 곳 저기 전 도착 내리다,스타벅스 못가서 내려주세요.
NIA-2020,264.0,,True,지금 내리다,여기서 내리시겠습니까?
NIA-2020,1488.0,,False,군청 곳 다음 도착 차내리다,동사무소 지나서 내려주세요.
KETI-Emergency,,,False,119 구하다 급하다 부르다 부탁,119 구조대를 불러주세요.
NIA-2020,1340.0,,True,3 가다 길 무엇,3번 출구로 나가려면 어떻게 가나요?
NIA-2020,188.0,X,True,괜찮다,괜찮으세요?
KETI-Airport,,,True,지하철  곳,지하철 승강장은 어디에 있습니까?
KETI-Daily,,,False,너무 배고프다,너무 배고파
KETI-Airport,,,True,담배  어디  곳,흡연실은 어디에 있습니까?
KETI-Daily,,,False,행복,행복
NIA-2020,327.0,,True,지하철 곳 편의점 있다,역사 안에 편의점이 있나요?
NIA-2020,1690.0,,True,119 곳 저기 다음 도착 차내리다,소방서 지나서 내려드릴까요?
NIA-2020,100.0,X,True,4사람,모두 4명인가요?
NIA-2020,1769.0,,True,편지 저기 곳 다음 도착 차내리다,우체국 지나서 내려드릴까요?
KETI-Daily,,,False,가난 그렇지만 행복,비록 가난하지만 행복하다
NIA-2020,1112.0,,False,엘리베이터 사용 안되다 불가능,엘리베이터가 안되네요.
KETI-Airport,,,True,비행기  안  손톱깍이  가지다  가능,손톱깍이를 기내에 가져갈 수 있나요?
KETI-Airport,,,True,카메라  비행기  안  가지다  가능,카메라를 기내에 가져갈 수 있나요?
NIA-2020,1411.0,,True,영등포 곳 찾다 곳 방법,영등포로 가려면 어떻게 가나요?
KETI-Daily,,,False,도착 시간 저녁 9시 정도,도착시간은 오후 9시가 되겠습니다
NIA-2020,1109.0,,False,난방 고장 사용 불가능,히터가 안되네요.
NIA-2020,247.0,,True,9호 곳곳,9호선 타는 곳은 어디에 있나요?
NIA-2020,1087.0,,False,카드 사용 안되다 고장,카드 인식이 안되네요.
NIA-2020,831.0,,True,건너다 차내리다 오케이,건너편에서 내려드릴까요?
NIA-2020,468.0,,False,물품보관 문안열리다 불량,물품보관함이 안되네요.
NIA-2020,1891.0,,False,안경 잃어버리다 실종,안경을 잃어버렸습니다.
KETI-Airport,,,True,핸드폰  충전  네모  짐  맡기다  가능,핸드폰 보조 배터리를 위탁 수하물로 보낼 수 있나요?
KETI-Emergency,,,False,나 집 불,우리 집에 불이 났어요.
NIA-2020,1417.0,,True,영등포 곳 찾다 가다 방법,영등포로 가려면 어떻게 가나요?
NIA-2020,1317.0,,False,파리바게트 다음 저기 도착 차내리다,파리바게트 지나서 내려주세요.
KETI-Daily,,,False,나 이름 동시에 부르다,동시에 나를 불렀다
NIA-2020,1579.0,,False,언덕 저기 곳 다음 도착 차내리다,언덕 지나서 내려주세요.
NIA-2020,1926.0,,False,차밀리다 시간 괜찮다,차가 막혀도 괜찮습니다.
NIA-2020,693.0,,False,아파트 저기 가다,아파트 단지 안으로 가주세요.
NIA-2020,235.0,,False,지름길 내리다,골목 들어가서 세워주세요.
KETI-Daily,,,False,나 가족 행복 살다,우리 가족은 행복하게 살고 있다
NIA-2020,139.0,,False,약 가깝다,근처에 약국이 있습니다.
NIA-2020,1928.0,X,True,돈,현금이세요?
KETI-Airport,,,True,동사무소  네모  프린트  어디,등본 발급은 어디에서 받을 수 있습니까?
KETI-Airport,,,True,돈  바꾸다1  곳,환전은 어디서 하나요?
KETI-Daily,,,False,가능,난 할 수 있다
NIA-2020,43.0,,False,밤 12시 후 돈 추가,심야 할증 요금이 적용됩니다.
NIA-2020,199.0,,False,택시 문자보내다 나,제가 콜을 불렀습니다.
NIA-2020,1341.0,,True,3 가다 원하다 길 무엇,3번 출구로 나가려면 어떻게 가나요?
KETI-Airport,,,True,아기  기저귀  바꾸다2  곳  어디,기저귀 갈이대는 어디에 있습니까?
KETI-Daily,,,False,거짓말 나쁘다,거짓말은 나쁘다
NIA-2020,41.0,,False,돈 얼마 맞다 확인,요금 확인해주세요.
NIA-2020,1711.0,,True,육교 곳 다음 내리다,육교 지나서 내려드릴까요?
NIA-2020,538.0,,True,차 내리다,창문을 열어드릴까요?
NIA-2020,888.0,,True,서대문농아인복지관 오케이,서대문농아인복지관에서 내려드릴까요?
KETI-Daily,,,False,사람 각각 성격 다르다,사람들은 각각 성격이 다르다
KETI-Airport,,,False,맞다,네. 맞습니다.
KETI-Airport,,,True,자동  문열다  출입  싶다  신고  곳,자동출입신고를 하려고 하는데 어디서 하나요?
KETI-Daily,,,False,미안 다시 일 생기다 아니다 주의,죄송합니다 다신 이런 일이 없도록 주의하겠습니다.
NIA-2020,758.0,,False,버스 곳 차내리다 맞다,버스정류장에서 내려주세요.
NIA-2020,45.0,,False,고속 돈주다,고속도로 통행료를 내야 합니다.
NIA-2020,4.0,X,True,오른쪽,오른쪽이요?
NIA-2020,1893.0,,False,핸드폰 잃어버리다,휴대폰을 잃어버렸습니다.
NIA-2020,1991.0,,False,접근 도착 되다,다와갑니다.
NIA-2020,1555.0,,False,육교 곳 다음,육교 지나서 내려주세요.
NIA-2020,362.0,,True,여기 내리다 맞다,여기서 내리는 것이 맞나요?
NIA-2020,304.0,X,True,차따라가다,앞 차를 따라갈까요?
NIA-2020,1622.0,,True,터널 다음 내리다,터널 지나서 내려드릴까요?
NIA-2020,185.0,,False,발생하다,사고가 났습니다.
NIA-2020,1678.0,,True,버스 곳 저기 다음 도착 내리다,버스정류장 지나서 내려드릴까요?
